unit,intervention,metric,2021-01-31 00:00:00,2021-02-28 00:00:00,2021-03-31 00:00:00,2021-04-30 00:00:00,2021-05-31 00:00:00,2021-06-30 00:00:00,2021-07-31 00:00:00,2021-08-31 00:00:00,2021-09-30 00:00:00,2021-10-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00
49,No emails,monthly_sales,81.13765478372558,59.04124895305293,56.21596307004777,142.0237048988409,170.52194816348504,80.43771237052243,63.53791991386357,201.31578930823665,150.73562415855142,122.41716945774682,115.07434537541626,203.8512879392448
50,No emails,monthly_sales,214.12979582235675,102.9200824045886,113.1647503499501,310.4742022813366,309.9947563941642,170.58366354189246,137.42349327853887,375.9864488850547,308.8796691191287,225.93879272846473,172.98207141901733,370.04225986589876
51,No emails,monthly_sales,194.30052487067874,94.85243931184951,103.11727975916787,291.965565859911,299.89038800786005,157.50392927812987,125.20906494860795,363.3048818719186,293.1166015579792,215.88502973314795,169.0463145902555,359.10176338375027
52,No emails,monthly_sales,130.45177674299092,79.54345563302871,85.80761130356329,170.13977841565637,168.01666952809742,109.56032439182445,95.95234843730542,195.22468587316465,168.66353034928375,132.43001478244224,106.99352917405393,192.31976742651707
53,No emails,monthly_sales,227.42461056938987,112.68402292756772,127.48045345553446,291.9380583595912,267.7174382873879,175.83126134067396,150.31081991781733,320.85089951656505,282.7787223434992,207.1740499596401,149.74618132760105,311.64392446044985
54,No emails,monthly_sales,111.12469342416136,71.7380818180916,80.61331015971149,134.36005760981956,130.93975255472802,93.1920287240103,85.94223697995372,145.45735547928666,132.22392546158838,107.7453877764055,84.93981352919982,143.1682339048191
55,No emails,monthly_sales,71.33311960857988,60.48655948824879,65.79925150469556,74.63402550321544,74.22127570619982,65.52963404598174,65.43608102310903,74.23297344625287,73.86936208986582,69.14677375554723,60.600495420119,73.82173219520935
56,No emails,monthly_sales,84.96409738515462,65.35104884271716,58.784342257596926,141.26396021395098,164.0920827039647,85.18886407698929,67.90875020761257,196.4287587677566,148.73764228544147,121.23631363030206,117.96342968130305,198.13098137890736
57,No emails,monthly_sales,238.1111300406185,110.33510571175982,125.74818714147511,332.13280254150396,321.957844534757,184.71513683271266,151.5056727909186,388.903458837358,327.02889065114397,237.23486468013834,173.74291809801838,380.9248377517765
58,No emails,monthly_sales,198.159083380558,100.77991874730364,104.30612931881309,296.7717054639937,302.11169339299,163.15817446748045,128.88482824166528,369.96839350177606,297.7126223778551,219.32475000229266,177.10308216262305,365.2851501408501
59,No emails,monthly_sales,29.57951994474268,40.47428398921106,27.651900837767425,102.33160235371803,156.30141134346127,49.749699904893056,31.676200399760983,187.04829825578724,119.82249374067058,103.61595767532928,116.88333123628045,194.50467209523194
60,No emails,monthly_sales,127.66012812296651,82.78073010557641,84.31746689440094,166.0716427067185,162.7532958679699,110.28821447805696,95.81881786252171,192.01401234267905,164.80470119287477,130.26084716452425,111.000917969128,189.05000228006423
61,No emails,monthly_sales,119.2536063413628,72.25316653590107,64.58225024693441,220.695325647451,256.87636931359077,112.95832718993036,81.70784327508062,315.74447101705596,232.18519206839727,177.6693890379989,163.9034353924171,317.66581575213945
62,No emails,monthly_sales,221.01525865395465,112.36923893592557,117.95500617502779,309.2214794883515,299.29612054579377,177.90609556490975,144.65291022492107,366.71067026882014,305.37769077171515,223.70351533380983,175.6546759311591,359.3677957550966
63,No emails,monthly_sales,223.92398927448016,115.20971023684184,124.32113103354564,292.4244258314416,270.247500061586,176.8892819037813,149.05044657898856,328.0318566110824,284.5443726198812,208.97837666674388,158.40593356319647,319.1659471924657
64,No emails,monthly_sales,45.50712203591353,51.51925535213944,36.38581379692961,112.81201232795175,156.022249884683,62.34805187088224,43.44530381699395,189.7127688697172,127.37456277681302,108.50396366537576,121.85618941695957,195.27926945991968
65,No emails,monthly_sales,121.82395936760253,71.06810670059738,76.18301686261641,184.3145322878516,199.5251340794563,105.1930574240825,86.66195748113493,234.72026964035265,188.10328597163766,146.1768885149789,121.31687083234954,234.16850181691433
66,No emails,monthly_sales,171.53593613084215,91.25475369815425,104.87021201625208,217.2544799101026,204.22579607189627,135.18276203016387,118.69432235163156,238.0966392898812,211.62690043989443,160.07739906365032,117.24497107201388,232.36367737396654
67,No emails,monthly_sales,154.00509300483765,88.11407780482244,81.90159693772881,253.55587148350156,274.60490041267605,137.09886541994075,103.63294820663711,339.5167071491374,260.3522506434346,195.83108811022942,173.62812171134127,338.3277200902136
68,No emails,monthly_sales,253.1548390195752,122.43145597543318,126.0746060126805,371.8868815867243,366.8745469619024,203.86294368912402,160.00919288853905,455.0430021672791,369.67076326437814,267.0940770192822,211.54468569777035,447.012212843884
69,No emails,monthly_sales,224.16973060809025,115.37559591543118,131.83643650636066,264.1542779533529,226.6394037967222,171.2181930017173,152.2372533092428,268.08341995280813,250.88034281927995,185.1860859382381,129.1498253299068,257.4603269995247
70,No emails,monthly_sales,258.8547139702246,119.8147586640839,143.11824511697114,324.65222961502866,290.97999986227654,193.54591567646912,167.4623671159731,345.9298309546364,311.64979481901685,225.3317549974932,151.6163880127123,334.44700698173466
71,No emails,monthly_sales,181.0833668229685,93.6166956879834,96.51629851626203,277.59734002806977,288.5264940618249,151.0857879069064,118.63807155023694,352.1385145433369,280.2889986285668,207.92730658954827,170.0764888371131,348.76850422034175
72,No emails,monthly_sales,189.64265679033798,101.63774710630705,109.15665510266145,251.77760266294874,239.37731230419834,152.7399726513029,128.9713825101719,288.002638065561,247.0255812795207,184.37775241984608,143.20221298105744,281.6025294155233
73,No emails,monthly_sales,243.16576621810168,118.39924142100256,119.85242540805304,367.02201101122375,368.61135972017695,198.2143201531062,153.3950283959656,458.0745295931521,367.02851123051244,265.7759731400887,214.20554306696602,451.1902798785171
74,No emails,monthly_sales,109.2676973085886,74.80209318017714,77.09360745848608,141.0297052338398,141.48527868047344,96.20723587453197,85.15997153427236,163.44906424286984,140.81695311850666,114.27165085386714,98.54022897193593,161.64571286995488
75,No emails,monthly_sales,128.7236729541153,81.32982712731844,73.62441529377952,211.0909444844306,231.5063698194135,118.83123376637866,91.20151534366147,284.8699783140373,217.91686727683083,167.55425065783297,154.0095614057606,284.58151211417095
76,No emails,monthly_sales,85.85276477918791,59.731738706339,57.90137784522068,149.62831742590438,178.28649691669133,83.40235018847227,65.70163912072752,210.62419386768764,158.2625452345765,127.36396777181913,117.6102318525744,213.00087605832198
77,No emails,monthly_sales,244.96689917082028,116.21580122454158,141.3521949485757,290.5605197057445,250.7486932056956,181.37531230367406,161.81362302761198,293.24751608897924,275.55215735107987,200.7760256902426,129.91353224841362,281.59875358258665
78,No emails,monthly_sales,242.86002845075967,118.16135142847908,123.13076786015766,353.5554827968399,348.2813281188964,195.22025658064405,154.56347368237417,430.025238648566,351.1221360516549,254.54369417088733,200.39137674636402,422.37219706115627
79,No emails,monthly_sales,223.63672342307126,105.08709133484248,109.94153506790153,351.0056873752802,364.01363507530647,182.26561608245967,139.37496240947235,448.21478233898677,354.0122011537603,257.14983295103457,205.16203775125481,443.44393847836994
80,No emails,monthly_sales,203.18470163289373,99.14312757403056,110.46008081113688,289.04116537803407,286.9672718273877,161.49508347504056,132.0890477465895,345.5770233811529,286.86710620829626,211.04665860120295,160.1782581912655,339.87873198161765
81,No emails,monthly_sales,261.9783891103894,126.29649486629901,136.82172691206142,355.8331724607954,334.0176512301255,204.85534342333494,168.10303671761503,409.5422498184692,347.8321377611918,251.20757458747667,188.62392446921447,399.2467199891053
82,No emails,monthly_sales,220.81952770695625,105.91611339493491,119.8325271585347,303.9794991250747,293.7659767366362,172.54969463257788,142.98116603463717,353.49134844445257,299.0684002119335,218.66660358608104,161.55079670834337,346.1719340712907
83,No emails,monthly_sales,87.11562513054784,60.134101460765386,73.35318193187985,93.7887019372961,91.52262296826152,72.40531398654065,72.47282797401381,91.08752816597027,91.51928087816205,80.12790764085726,58.893555807931946,89.89291596422741
84,No emails,monthly_sales,106.93511201206587,70.4194372841352,65.078878417718,181.96298115979732,207.66920955639844,101.30365452187291,78.04023798116664,251.61180472482943,190.10629592532973,148.90619376760466,137.77843570693787,252.80282038167633
85,No emails,monthly_sales,61.255006555838534,49.69139114766947,55.792725832827536,86.78908518491612,104.60137053774069,58.93284408735784,54.75657291690102,110.73919031285284,91.32622895106647,81.41181907779507,71.54809202294128,112.85312422666624
86,No emails,monthly_sales,59.6430115337266,52.934211374476796,61.00050865074356,60.51120888028614,64.36103802348221,55.3208481355409,57.659552631062496,58.91975784289982,60.698471019817056,60.22098895369002,51.086754555723815,59.477416992081885
87,No emails,monthly_sales,271.28211606436076,121.95682437538842,142.07550340681104,365.69684897346724,343.5365687782585,205.90157331009854,171.04970390705702,414.8965310211641,356.4476581619438,256.03449172870677,180.40966383713337,404.2558480085756
88,No emails,monthly_sales,207.4290260325256,107.71459453897944,107.41199680373236,310.28587320559717,313.13567939029537,172.3517863524608,135.1161822708837,387.355152173229,310.928636593727,228.44861628486956,188.3481120450224,381.9977539528416
89,No emails,monthly_sales,110.89480537072352,71.00457660174904,72.27692606566225,166.0693831573697,180.01761166745726,99.20279612861567,82.21515533411917,212.42302607341355,169.95628302522294,134.35811794734596,116.93438844351638,212.12611420123258
90,No emails,monthly_sales,204.49177759158744,101.69855099801889,117.88126287023539,263.41096209750594,245.71412156746086,158.14936275335225,136.39601357631472,290.5304056519282,256.05015360427933,189.3891298961761,135.5513688317256,282.98560473671955
91,No emails,monthly_sales,251.28284228932336,115.52042377096198,134.2663629491729,337.39256890472194,317.9441793893983,191.83890337014802,160.3062657522214,382.41893865341547,329.1376400001393,237.9890091867984,168.860143160027,372.86474232799213
92,No emails,monthly_sales,64.66297082974658,53.2152819994686,49.54237732362338,119.84503548525362,151.37567260330576,68.74398520173746,54.396098861557675,176.76276116848425,129.57822983954014,108.4499575253942,106.00626543809392,180.28819934208758
93,No emails,monthly_sales,224.69436277730253,110.91080281667233,115.21364126395744,331.5837007015584,331.28054789659916,182.29567299582473,143.95014302874569,407.8777843967639,330.72511694507955,241.137942520529,191.8066838833529,401.50794043467533
94,No emails,monthly_sales,68.01850250470866,59.239811287529655,60.12268274490871,86.89803001452383,96.04914669435179,66.57680881466088,61.80355770706621,104.55508746590198,89.48371163628357,80.36945940203657,75.92508939584697,105.36340426456857
95,No emails,monthly_sales,168.5915458087709,88.20054667777148,89.10388755248455,270.2429057631254,288.8861888559984,143.51459520847484,110.37880203681961,353.1067478191585,275.4666531701728,205.17178798199387,171.57469692339347,351.111700086173
96,No emails,monthly_sales,98.17754832623281,59.871456201104834,56.14544846442421,193.91065716148654,236.6197351199288,95.09056868754767,68.23148954874772,285.81423794981913,206.8955524317287,160.60054532849992,147.10019534446724,289.34123282704485
97,No emails,monthly_sales,200.52286670449254,97.79067560193178,109.9538823200855,283.41874046480217,280.8968557054426,158.91537568246866,130.69304086668387,337.15184521823886,281.01691241533297,207.03376957059058,156.0392879641792,331.5098013669563
98,No emails,monthly_sales,97.42558094932326,60.56214688918991,64.06545784767575,160.82928136517674,186.21250162853366,88.57235336353551,71.51869038930157,217.39480284592537,167.84937084449612,133.14620250113347,114.9358656875485,218.9705443015664
99,No emails,monthly_sales,63.03333893384154,52.41474279173362,57.44794324957141,84.7416624978748,99.09094582300344,60.65428928712238,56.89863733775464,104.81372057708093,88.37991911894986,79.41804466663113,70.85287983585992,106.44769594346201
100,No emails,monthly_sales,107.07265970886225,64.91520250141873,71.82411118959416,158.60359574635783,173.74824913498605,92.90114929222885,78.7888357559855,200.0324633309966,162.18489051210491,128.65652911057086,105.86117161536859,200.05744529828894
101,No emails,monthly_sales,54.55463065697399,51.68055312754002,48.630808136872574,93.15580782310597,118.82046260784314,60.21099458603372,50.83802373310606,134.87265988904142,101.10046519185786,89.12018760395617,89.78105502523854,138.109913270085
102,No emails,monthly_sales,190.85150962243472,96.37917994013908,111.66178509460464,247.92074569867518,234.44883795557215,148.7343884287498,128.36095382317578,276.0744658219464,241.9348185987254,180.1826979468524,130.31840536185064,269.5483150276249
103,No emails,monthly_sales,275.621661246323,126.52687393400925,151.19788417900966,341.9496920284873,302.09023584931975,204.87337692815865,177.58039623054006,360.086708469872,326.93311663417825,235.20373952231589,156.49122671250004,347.23721787772934
104,No emails,monthly_sales,236.07521520832586,110.69654869932629,118.52632001009435,353.603434891667,356.3292931535385,188.9722401041833,148.16952093616732,437.36304733858003,353.20459233225193,255.9503790600523,199.0966483022289,430.92522479998746
105,No emails,monthly_sales,212.5377723919001,112.30862373635483,124.12615081586311,259.6267164847377,229.81128010049034,165.94410903503567,144.94800515350016,274.6315873800416,249.19137158527664,184.78246859686038,135.68179988437402,265.33256573073163
106,No emails,monthly_sales,116.85800137030809,72.64947884717866,66.52345567267591,205.7545780835597,235.66970793839656,109.65852931754671,82.02449254873073,287.92748085053285,215.21682058557454,165.93834053465818,152.22640621105882,289.21940260120317
107,No emails,monthly_sales,205.23330620973528,105.82509118031554,105.3745750932274,312.19888606378555,318.4580325696621,171.0665315698385,133.018554748585,393.93311974856596,313.86879769182445,230.55373791004072,190.61679689131063,389.05842262514034
108,No emails,monthly_sales,169.6001669710878,93.20352614447741,100.58272648741503,227.08911450617583,220.09384350780675,138.10267652772646,117.16650188923214,262.4596246033282,223.98080627953084,169.1649294214712,132.66668687535295,257.4695366450805
109,No emails,monthly_sales,52.315946439341246,50.077528581624016,36.091763749533946,135.2805666701492,185.74343295770583,67.39666043724715,44.55673733852069,226.46518012801988,151.83730447808102,125.02602249244038,133.9816283986651,232.62067573983106
110,No emails,monthly_sales,264.814425493588,123.2907134324226,127.59191876650122,401.2425272493992,402.56643854249455,212.81264380601175,163.96626339873845,500.0,400.8001354076257,288.0916308462108,227.521026530986,492.2595898824228
111,No emails,monthly_sales,280.875811390116,130.0819038716206,146.49204495557882,374.6712428486619,346.91263681644443,215.00535959927842,178.33906092955476,422.67629183046455,364.1918975463393,261.37262127924447,188.19409294949443,410.9865800584505
112,No emails,monthly_sales,225.2267948628644,105.73210947510889,113.24192124223366,342.8797723483341,350.08575495700165,181.3316519422558,141.37006833968263,428.9548215763663,343.85823132968676,249.8885955825697,195.5624839401427,423.4603033349267
113,No emails,monthly_sales,277.9421758994841,134.48613493850564,139.7659298921209,389.8738910368263,370.88792022734515,220.44446481031383,176.46702595320286,460.778465983698,383.301077385586,275.5523585650825,213.88715072347028,450.1612716677513
114,No emails,monthly_sales,200.09017424064123,99.24164629432744,105.80795569219589,297.48996754576507,302.28206225644044,162.68276170517984,129.42831217371779,368.0335577654462,297.90752473232203,219.14186890357573,173.14234692707785,363.2292760965617
115,No emails,monthly_sales,267.6472892193461,121.26475892563393,131.83877164051518,394.33028698111286,390.51489564958905,210.6241166660299,165.68144616241906,480.44207498761153,391.6267537590474,281.1613278703894,213.81428719376066,472.0285349012407
116,No emails,monthly_sales,118.2728623496604,76.56656416366481,82.0900956941149,148.526438043463,145.37442177812423,100.71295572787139,90.18136737236226,166.569920722419,146.85337234121815,117.86880333376521,96.75400692383825,164.01416891812545
117,No emails,monthly_sales,151.4543372230005,87.85102502964462,83.72703600585095,238.85254400190726,254.12328297231147,133.384119905598,103.61844083213315,312.18060984720785,243.70134238308106,184.27763724522782,161.48696915533586,310.4284137172536
118,No emails,monthly_sales,104.40555835129327,72.43082007843691,63.87042641358197,178.10027131122632,202.96616794809353,101.32155902117967,77.636130042963,247.98013050288046,186.3793999961444,146.69260076057284,139.94782421268988,249.15226667543894
119,No emails,monthly_sales,110.56926334803539,71.88671642453482,65.59768814640627,190.45499931603874,217.3468188645631,104.74496236792962,79.73578295518001,264.69188348382187,199.05426907475464,155.02867504734132,143.74446163403803,265.87436648711355
120,No emails,monthly_sales,242.18138605418648,115.48102491119911,131.35529335115393,320.8763761600061,299.66614750717963,186.58663729866421,156.74735476424436,361.0659252350766,312.4547492781541,227.0382416631489,163.86548411131812,351.6429287973262
121,No emails,monthly_sales,261.3725981900101,121.48872066728202,146.19972411019117,319.7855716046398,280.9573214657294,194.14509779958757,169.98913758582478,332.56000936296687,305.0914141334406,220.62053773408064,145.57377447273862,320.3854453414575
122,No emails,monthly_sales,221.41353948198093,112.89827612551193,118.46453261705074,308.26057193303245,297.3210861675758,178.13494670404893,145.15930055779242,364.29295220552086,304.11915096423394,222.82650951531357,174.8685238374958,356.81603125223296
123,No emails,monthly_sales,161.10580648780987,85.18139302532262,83.07356603836965,271.8643508319498,298.2649386078827,140.369294249101,104.86602476743803,366.4925743736315,279.74462527204406,208.60581078600183,179.00516943508413,365.6767759248452
124,No emails,monthly_sales,273.41969348984884,124.8982976201538,143.45871357729473,365.70506690534734,340.8213365876058,208.26194508255267,173.25468428658004,412.8578058682816,355.8324853816262,255.67478813503004,181.66009588314833,401.8066492603242
